"Região Habilitação Atual","UF Habilitação Atual","Sexo","Faixa Etária","Categoria","Qt. Condutor Histórico"
"Centro-Oeste","Goiás","Feminino","31 a 40","B-Condutor Carro","133.425"
"Centro-Oeste","Goiás","Feminino","31 a 40","C-Condutor Caminhão","25"
"Centro-Oeste","Goiás","Feminino","31 a 40","D-Condutor Ônibus","534"
"Centro-Oeste","Goiás","Feminino","31 a 40","E-Condutor Carreta","33"
"Centro-Oeste","Goiás","Feminino","41 a 50","A-Condutor Moto","14.750"
"Centro-Oeste","Goiás","Feminino","41 a 50","AB-Condutor Moto/Carro","112.251"
"Centro-Oeste","Goiás","Feminino","41 a 50","AC-Condutor Moto/Caminhão","95"
"Centro-Oeste","Goiás","Feminino","41 a 50","AD-Condutor Moto/Ônibus","2.699"
"Centro-Oeste","Goiás","Feminino","41 a 50","AE-Condutor Moto/Carreta","462"
"Centro-Oeste","Goiás","Feminino","41 a 50","B-Condutor Carro","143.907"
"Centro-Oeste","Goiás","Feminino","41 a 50","C-Condutor Caminhão","49"
"Centro-Oeste","Goiás","Feminino","41 a 50","D-Condutor Ônibus","1.039"
"Centro-Oeste","Goiás","Feminino","41 a 50","E-Condutor Carreta","102"
"Centro-Oeste","Goiás","Feminino","51 a 60","A-Condutor Moto","7.809"
"Centro-Oeste","Goiás","Feminino","51 a 60","AB-Condutor Moto/Carro","41.171"
"Centro-Oeste","Goiás","Feminino","51 a 60","AC-Condutor Moto/Caminhão","136"
"Centro-Oeste","Goiás","Feminino","51 a 60","AD-Condutor Moto/Ônibus","964"
"Centro-Oeste","Goiás","Feminino","51 a 60","AE-Condutor Moto/Carreta","167"
"Centro-Oeste","Goiás","Feminino","51 a 60","B-Condutor Carro","111.565"
"Centro-Oeste","Goiás","Feminino","51 a 60","C-Condutor Caminhão","145"
"Centro-Oeste","Goiás","Feminino","51 a 60","D-Condutor Ônibus","912"
"Centro-Oeste","Goiás","Feminino","51 a 60","E-Condutor Carreta","70"
"Centro-Oeste","Goiás","Feminino","61 a 70","A-Condutor Moto","1.896"
"Centro-Oeste","Goiás","Feminino","61 a 70","AB-Condutor Moto/Carro","8.152"
"Centro-Oeste","Goiás","Feminino","61 a 70","AC-Condutor Moto/Caminhão","56"
"Centro-Oeste","Goiás","Feminino","61 a 70","AD-Condutor Moto/Ônibus","164"
"Centro-Oeste","Goiás","Feminino","61 a 70","AE-Condutor Moto/Carreta","32"
"Centro-Oeste","Goiás","Feminino","61 a 70","B-Condutor Carro","72.402"
"Centro-Oeste","Goiás","Feminino","61 a 70","C-Condutor Caminhão","141"
"Centro-Oeste","Goiás","Feminino","61 a 70","D-Condutor Ônibus","458"
"Centro-Oeste","Goiás","Feminino","61 a 70","E-Condutor Carreta","29"
"Centro-Oeste","Goiás","Feminino","71 a 80","A-Condutor Moto","207"
"Centro-Oeste","Goiás","Feminino","71 a 80","AB-Condutor Moto/Carro","899"
"Centro-Oeste","Goiás","Feminino","71 a 80","AC-Condutor Moto/Caminhão","11"
"Centro-Oeste","Goiás","Feminino","71 a 80","AD-Condutor Moto/Ônibus","27"
"Centro-Oeste","Goiás","Feminino","71 a 80","AE-Condutor Moto/Carreta","4"
"Centro-Oeste","Goiás","Feminino","71 a 80","B-Condutor Carro","31.577"
"Centro-Oeste","Goiás","Feminino","71 a 80","C-Condutor Caminhão","71"
"Centro-Oeste","Goiás","Feminino","71 a 80","D-Condutor Ônibus","76"
"Centro-Oeste","Goiás","Feminino","71 a 80","E-Condutor Carreta","7"
"Centro-Oeste","Goiás","Feminino","71 a 80","XB-Condutor Ciclomotor/Carro","1"
"Centro-Oeste","Goiás","Feminino","81 a 90","A-Condutor Moto","17"
"Centro-Oeste","Goiás","Feminino","81 a 90","AB-Condutor Moto/Carro","54"
"Centro-Oeste","Goiás","Feminino","81 a 90","AC-Condutor Moto/Caminhão","2"
"Centro-Oeste","Goiás","Feminino","81 a 90","AD-Condutor Moto/Ônibus","2"
"Centro-Oeste","Goiás","Feminino","81 a 90","B-Condutor Carro","8.481"
"Centro-Oeste","Goiás","Feminino","81 a 90","C-Condutor Caminhão","16"
"Centro-Oeste","Goiás","Feminino","81 a 90","D-Condutor Ônibus","25"
"Centro-Oeste","Goiás","Feminino","91 a 100","AB-Condutor Moto/Carro","4"
"Centro-Oeste","Goiás","Feminino","91 a 100","B-Condutor Carro","1.527"
"Centro-Oeste","Goiás","Feminino","91 a 100","D-Condutor Ônibus","2"
"Centro-Oeste","Goiás","Feminino","101 a 120","AB-Condutor Moto/Carro","1"
"Centro-Oeste","Goiás","Feminino","101 a 120","B-Condutor Carro","114"
"Centro-Oeste","Mato Grosso do Sul","Masculino","18 a 21","A-Condutor Moto","836"
"Centro-Oeste","Mato Grosso do Sul","Masculino","18 a 21","AB-Condutor Moto/Carro","20.213"
"Centro-Oeste","Mato Grosso do Sul","Masculino","18 a 21","AC-Condutor Moto/Caminhão","194"
"Centro-Oeste","Mato Grosso do Sul","Masculino","18 a 21","AD-Condutor Moto/Ônibus","132"
"Centro-Oeste","Mato Grosso do Sul","Masculino","18 a 21","AE-Condutor Moto/Carreta","24"
"Centro-Oeste","Mato Grosso do Sul","Masculino","18 a 21","B-Condutor Carro","5.453"
"Centro-Oeste","Mato Grosso do Sul","Masculino","18 a 21","C-Condutor Caminhão","24"
"Centro-Oeste","Mato Grosso do Sul","Masculino","18 a 21","D-Condutor Ônibus","5"
"Centro-Oeste","Mato Grosso do Sul","Masculino","22 a 25","A-Condutor Moto","2.182"
"Centro-Oeste","Mato Grosso do Sul","Masculino","22 a 25","AB-Condutor Moto/Carro","35.227"
"Centro-Oeste","Mato Grosso do Sul","Masculino","22 a 25","AC-Condutor Moto/Caminhão","548"
"Centro-Oeste","Mato Grosso do Sul","Masculino","22 a 25","AD-Condutor Moto/Ônibus","2.339"
"Centro-Oeste","Mato Grosso do Sul","Masculino","22 a 25","AE-Condutor Moto/Carreta","577"
"Centro-Oeste","Mato Grosso do Sul","Masculino","22 a 25","B-Condutor Carro","8.991"
"Centro-Oeste","Mato Grosso do Sul","Masculino","22 a 25","C-Condutor Caminhão","62"
"Centro-Oeste","Mato Grosso do Sul","Masculino","22 a 25","D-Condutor Ônibus","155"
"Centro-Oeste","Mato Grosso do Sul","Masculino","22 a 25","E-Condutor Carreta","35"
"Centro-Oeste","Mato Grosso do Sul","Masculino","22 a 25","XB-Condutor Ciclomotor/Carro","1"
"Centro-Oeste","Mato Grosso do Sul","Masculino","26 a 30","A-Condutor Moto","4.120"
"Centro-Oeste","Mato Grosso do Sul","Masculino","26 a 30","AB-Condutor Moto/Carro","52.873"
"Centro-Oeste","Mato Grosso do Sul","Masculino","26 a 30","AC-Condutor Moto/Caminhão","1.314"
"Centro-Oeste","Mato Grosso do Sul","Masculino","26 a 30","AD-Condutor Moto/Ônibus","6.813"
"Centro-Oeste","Mato Grosso do Sul","Masculino","26 a 30","AE-Condutor Moto/Carreta","2.796"
"Centro-Oeste","Mato Grosso do Sul","Masculino","26 a 30","B-Condutor Carro","12.922"
"Centro-Oeste","Mato Grosso do Sul","Masculino","26 a 30","C-Condutor Caminhão","81"
"Centro-Oeste","Mato Grosso do Sul","Masculino","26 a 30","D-Condutor Ônibus","422"
"Centro-Oeste","Mato Grosso do Sul","Masculino","26 a 30","E-Condutor Carreta","146"
"Centro-Oeste","Mato Grosso do Sul","Masculino","26 a 30","XB-Condutor Ciclomotor/Carro","1"
"Centro-Oeste","Mato Grosso do Sul","Masculino","31 a 40","A-Condutor Moto","6.764"
"Centro-Oeste","Mato Grosso do Sul","Masculino","31 a 40","AB-Condutor Moto/Carro","102.001"
"Centro-Oeste","Mato Grosso do Sul","Masculino","31 a 40","AC-Condutor Moto/Caminhão","4.399"
"Centro-Oeste","Mato Grosso do Sul","Masculino","31 a 40","AD-Condutor Moto/Ônibus","27.166"
"Centro-Oeste","Mato Grosso do Sul","Masculino","31 a 40","AE-Condutor Moto/Carreta","15.930"
"Centro-Oeste","Mato Grosso do Sul","Masculino","31 a 40","B-Condutor Carro","22.234"
"Centro-Oeste","Mato Grosso do Sul","Masculino","31 a 40","C-Condutor Caminhão","286"
"Centro-Oeste","Mato Grosso do Sul","Masculino","31 a 40","D-Condutor Ônibus","1.625"
"Centro-Oeste","Mato Grosso do Sul","Masculino","31 a 40","E-Condutor Carreta","563"
"Centro-Oeste","Mato Grosso do Sul","Masculino","31 a 40","XB-Condutor Ciclomotor/Carro","2"
"Centro-Oeste","Mato Grosso do Sul","Masculino","41 a 50","A-Condutor Moto","4.290"
"Centro-Oeste","Mato Grosso do Sul","Masculino","41 a 50","AB-Condutor Moto/Carro","79.458"
"Centro-Oeste","Mato Grosso do Sul","Masculino","41 a 50","AC-Condutor Moto/Caminhão","6.635"
"Centro-Oeste","Mato Grosso do Sul","Masculino","41 a 50","AD-Condutor Moto/Ônibus","29.924"
"Centro-Oeste","Mato Grosso do Sul","Masculino","41 a 50","AE-Condutor Moto/Carreta","21.001"
"Centro-Oeste","Mato Grosso do Sul","Masculino","41 a 50","B-Condutor Carro","22.830"
"Centro-Oeste","Mato Grosso do Sul","Masculino","41 a 50","C-Condutor Caminhão","1.246"
"Centro-Oeste","Mato Grosso do Sul","Masculino","41 a 50","D-Condutor Ônibus","3.580"
"Centro-Oeste","Mato Grosso do Sul","Masculino","41 a 50","E-Condutor Carreta","2.353"
"Centro-Oeste","Mato Grosso do Sul","Masculino","41 a 50","XB-Condutor Ciclomotor/Carro","1"
"Centro-Oeste","Mato Grosso do Sul","Masculino","51 a 60","A-Condutor Moto","2.924"
"Centro-Oeste","Mato Grosso do Sul","Masculino","51 a 60","AB-Condutor Moto/Carro","48.205"
"Centro-Oeste","Mato Grosso do Sul","Masculino","51 a 60","AC-Condutor Moto/Caminhão","9.299"
"Centro-Oeste","Mato Grosso do Sul","Masculino","51 a 60","AD-Condutor Moto/Ônibus","16.867"
"Centro-Oeste","Mato Grosso do Sul","Masculino","51 a 60","AE-Condutor Moto/Carreta","11.311"
"Centro-Oeste","Mato Grosso do Sul","Masculino","51 a 60","B-Condutor Carro","26.030"
"Centro-Oeste","Mato Grosso do Sul","Masculino","51 a 60","C-Condutor Caminhão","4.245"
"Centro-Oeste","Mato Grosso do Sul","Masculino","51 a 60","D-Condutor Ônibus","5.115"
"Centro-Oeste","Mato Grosso do Sul","Masculino","51 a 60","E-Condutor Carreta","3.695"
"Centro-Oeste","Mato Grosso do Sul","Masculino","51 a 60","XB-Condutor Ciclomotor/Carro","3"
"Centro-Oeste","Mato Grosso do Sul","Masculino","61 a 70","A-Condutor Moto","1.295"
"Centro-Oeste","Mato Grosso do Sul","Masculino","61 a 70","AB-Condutor Moto/Carro","22.280"
"Centro-Oeste","Mato Grosso do Sul","Masculino","61 a 70","AC-Condutor Moto/Caminhão","7.816"
"Centro-Oeste","Mato Grosso do Sul","Masculino","61 a 70","AD-Condutor Moto/Ônibus","6.498"
"Centro-Oeste","Mato Grosso do Sul","Masculino","61 a 70","AE-Condutor Moto/Carreta","3.856"
"Centro-Oeste","Mato Grosso do Sul","Masculino","61 a 70","B-Condutor Carro","28.707"
"Centro-Oeste","Mato Grosso do Sul","Masculino","61 a 70","C-Condutor Caminhão","9.855"
"Centro-Oeste","Mato Grosso do Sul","Masculino","61 a 70","D-Condutor Ônibus","6.069"
"Centro-Oeste","Mato Grosso do Sul","Masculino","61 a 70","E-Condutor Carreta","4.065"
"Centro-Oeste","Mato Grosso do Sul","Masculino","61 a 70","X-Condutor Ciclomotor","1"
"Centro-Oeste","Mato Grosso do Sul","Masculino","71 a 80","A-Condutor Moto","358"
"Centro-Oeste","Mato Grosso do Sul","Masculino","71 a 80","AB-Condutor Moto/Carro","7.006"
"Centro-Oeste","Mato Grosso do Sul","Masculino","71 a 80","AC-Condutor Moto/Caminhão","1.615"
"Centro-Oeste","Mato Grosso do Sul","Masculino","71 a 80","AD-Condutor Moto/Ônibus","1.161"
"Centro-Oeste","Mato Grosso do Sul","Masculino","71 a 80","AE-Condutor Moto/Carreta","460"
"Centro-Oeste","Mato Grosso do Sul","Masculino","71 a 80","B-Condutor Carro","26.396"
"Centro-Oeste","Mato Grosso do Sul","Masculino","71 a 80","C-Condutor Caminhão","6.936"
"Centro-Oeste","Mato Grosso do Sul","Masculino","71 a 80","D-Condutor Ônibus","3.341"
"Centro-Oeste","Mato Grosso do Sul","Masculino","71 a 80","E-Condutor Carreta","1.367"
"Centro-Oeste","Mato Grosso do Sul","Masculino","81 a 90","A-Condutor Moto","81"
"Centro-Oeste","Mato Grosso do Sul","Masculino","81 a 90","AB-Condutor Moto/Carro","1.223"
"Centro-Oeste","Mato Grosso do Sul","Masculino","81 a 90","AC-Condutor Moto/Caminhão","312"
"Centro-Oeste","Mato Grosso do Sul","Masculino","81 a 90","AD-Condutor Moto/Ônibus","121"
"Centro-Oeste","Mato Grosso do Sul","Masculino","81 a 90","AE-Condutor Moto/Carreta","14"
"Centro-Oeste","Mato Grosso do Sul","Masculino","81 a 90","B-Condutor Carro","14.718"
"Centro-Oeste","Mato Grosso do Sul","Masculino","81 a 90","C-Condutor Caminhão","4.141"
"Centro-Oeste","Mato Grosso do Sul","Masculino","81 a 90","D-Condutor Ônibus","974"
"Centro-Oeste","Mato Grosso do Sul","Masculino","81 a 90","E-Condutor Carreta","214"
"Centro-Oeste","Mato Grosso do Sul","Masculino","91 a 100","A-Condutor Moto","11"
"Centro-Oeste","Mato Grosso do Sul","Masculino","91 a 100","AB-Condutor Moto/Carro","129"
"Centro-Oeste","Mato Grosso do Sul","Masculino","91 a 100","AC-Condutor Moto/Caminhão","43"
"Centro-Oeste","Mato Grosso do Sul","Masculino","91 a 100","AD-Condutor Moto/Ônibus","2"
"Centro-Oeste","Mato Grosso do Sul","Masculino","91 a 100","AE-Condutor Moto/Carreta","1"
"Centro-Oeste","Mato Grosso do Sul","Masculino","91 a 100","B-Condutor Carro","5.937"
"Centro-Oeste","Mato Grosso do Sul","Masculino","91 a 100","C-Condutor Caminhão","1.556"
"Centro-Oeste","Mato Grosso do Sul","Masculino","91 a 100","D-Condutor Ônibus","113"
"Centro-Oeste","Mato Grosso do Sul","Masculino","91 a 100","E-Condutor Carreta","13"
"Centro-Oeste","Mato Grosso do Sul","Masculino","101 a 120","AB-Condutor Moto/Carro","14"
"Centro-Oeste","Mato Grosso do Sul","Masculino","101 a 120","B-Condutor Carro","1.380"
"Centro-Oeste","Mato Grosso do Sul","Masculino","101 a 120","C-Condutor Caminhão","146"
"Centro-Oeste","Mato Grosso do Sul","Masculino","101 a 120","D-Condutor Ônibus","4"
"Centro-Oeste","Mato Grosso do Sul","Masculino","Mais de 120","B-Condutor Carro","1"
"Centro-Oeste","Mato Grosso do Sul","Feminino","18 a 21","A-Condutor Moto","514"
"Centro-Oeste","Mato Grosso do Sul","Feminino","18 a 21","AB-Condutor Moto/Carro","9.203"
"Centro-Oeste","Mato Grosso do Sul","Feminino","18 a 21","AC-Condutor Moto/Caminhão","7"
"Centro-Oeste","Mato Grosso do Sul","Feminino","18 a 21","AD-Condutor Moto/Ônibus","3"
"Centro-Oeste","Mato Grosso do Sul","Feminino","18 a 21","B-Condutor Carro","6.100"
"Centro-Oeste","Mato Grosso do Sul","Feminino","18 a 21","C-Condutor Caminhão","2"
"Centro-Oeste","Mato Grosso do Sul","Feminino","22 a 25","A-Condutor Moto","1.364"
"Centro-Oeste","Mato Grosso do Sul","Feminino","22 a 25","AB-Condutor Moto/Carro","18.606"
"Centro-Oeste","Mato Grosso do Sul","Feminino","22 a 25","AC-Condutor Moto/Caminhão","17"
"Centro-Oeste","Mato Grosso do Sul","Feminino","22 a 25","AD-Condutor Moto/Ônibus","112"
"Centro-Oeste","Mato Grosso do Sul","Feminino","22 a 25","AE-Condutor Moto/Carreta","15"
"Centro-Oeste","Mato Grosso do Sul","Feminino","22 a 25","B-Condutor Carro","12.355"
"Centro-Oeste","Mato Grosso do Sul","Feminino","22 a 25","C-Condutor Caminhão","3"
"Centro-Oeste","Mato Grosso do Sul","Feminino","22 a 25","D-Condutor Ônibus","21"
"Centro-Oeste","Mato Grosso do Sul","Feminino","22 a 25","E-Condutor Carreta","3"
"Centro-Oeste","Mato Grosso do Sul","Feminino","26 a 30","A-Condutor Moto","3.589"
"Centro-Oeste","Mato Grosso do Sul","Feminino","26 a 30","AB-Condutor Moto/Carro","32.591"
"Centro-Oeste","Mato Grosso do Sul","Feminino","26 a 30","AC-Condutor Moto/Caminhão","58"
"Centro-Oeste","Mato Grosso do Sul","Feminino","26 a 30","AD-Condutor Moto/Ônibus","471"
"Centro-Oeste","Mato Grosso do Sul","Feminino","26 a 30","AE-Condutor Moto/Carreta","76"
"Centro-Oeste","Mato Grosso do Sul","Feminino","26 a 30","B-Condutor Carro","19.996"
"Centro-Oeste","Mato Grosso do Sul","Feminino","26 a 30","C-Condutor Caminhão","10"
"Centro-Oeste","Mato Grosso do Sul","Feminino","26 a 30","D-Condutor Ônibus","47"
"Centro-Oeste","Mato Grosso do Sul","Feminino","26 a 30","E-Condutor Carreta","5"
"Centro-Oeste","Mato Grosso do Sul","Feminino","31 a 40","A-Condutor Moto","8.915"
"Centro-Oeste","Mato Grosso do Sul","Feminino","31 a 40","AB-Condutor Moto/Carro","78.132"
"Centro-Oeste","Mato Grosso do Sul","Feminino","31 a 40","AC-Condutor Moto/Caminhão","145"
"Centro-Oeste","Mato Grosso do Sul","Feminino","31 a 40","AD-Condutor Moto/Ônibus","2.094"
"Centro-Oeste","Mato Grosso do Sul","Feminino","31 a 40","AE-Condutor Moto/Carreta","475"
"Centro-Oeste","Mato Grosso do Sul","Feminino","31 a 40","B-Condutor Carro","40.721"
"Centro-Oeste","Mato Grosso do Sul","Feminino","31 a 40","C-Condutor Caminhão","28"
"Centro-Oeste","Mato Grosso do Sul","Feminino","31 a 40","D-Condutor Ônibus","268"
"Centro-Oeste","Mato Grosso do Sul","Feminino","31 a 40","E-Condutor Carreta","20"
"Centro-Oeste","Mato Grosso do Sul","Feminino","31 a 40","XB-Condutor Ciclomotor/Carro","3"
"Centro-Oeste","Mato Grosso do Sul","Feminino","41 a 50","A-Condutor Moto","8.458"
"Centro-Oeste","Mato Grosso do Sul","Feminino","41 a 50","AB-Condutor Moto/Carro","59.076"
"Centro-Oeste","Mato Grosso do Sul","Feminino","41 a 50","AC-Condutor Moto/Caminhão","162"
"Centro-Oeste","Mato Grosso do Sul","Feminino","41 a 50","AD-Condutor Moto/Ônibus","2.129"
"Centro-Oeste","Mato Grosso do Sul","Feminino","41 a 50","AE-Condutor Moto/Carreta","465"
"Centro-Oeste","Mato Grosso do Sul","Feminino","41 a 50","B-Condutor Carro","45.455"
"Centro-Oeste","Mato Grosso do Sul","Feminino","41 a 50","C-Condutor Caminhão","42"
"Centro-Oeste","Mato Grosso do Sul","Feminino","41 a 50","D-Condutor Ônibus","515"
"Centro-Oeste","Mato Grosso do Sul","Feminino","41 a 50","E-Condutor Carreta","52"
"Centro-Oeste","Mato Grosso do Sul","Feminino","41 a 50","X-Condutor Ciclomotor","1"
"Centro-Oeste","Mato Grosso do Sul","Feminino","51 a 60","A-Condutor Moto","4.778"
"Centro-Oeste","Mato Grosso do Sul","Feminino","51 a 60","AB-Condutor Moto/Carro","24.993"
"Centro-Oeste","Mato Grosso do Sul","Feminino","51 a 60","AC-Condutor Moto/Caminhão","190"
"Centro-Oeste","Mato Grosso do Sul","Feminino","51 a 60","AD-Condutor Moto/Ônibus","760"
"Centro-Oeste","Mato Grosso do Sul","Feminino","51 a 60","AE-Condutor Moto/Carreta","134"
"Centro-Oeste","Mato Grosso do Sul","Feminino","51 a 60","B-Condutor Carro","41.033"
"Centro-Oeste","Mato Grosso do Sul","Feminino","51 a 60","C-Condutor Caminhão","181"
"Centro-Oeste","Mato Grosso do Sul","Feminino","51 a 60","D-Condutor Ônibus","433"
"Centro-Oeste","Mato Grosso do Sul","Feminino","51 a 60","E-Condutor Carreta","48"
"Centro-Oeste","Mato Grosso do Sul","Feminino","51 a 60","X-Condutor Ciclomotor","1"
"Centro-Oeste","Mato Grosso do Sul","Feminino","61 a 70","A-Condutor Moto","1.266"
"Centro-Oeste","Mato Grosso do Sul","Feminino","61 a 70","AB-Condutor Moto/Carro","6.100"
"Centro-Oeste","Mato Grosso do Sul","Feminino","61 a 70","AC-Condutor Moto/Caminhão","80"
"Centro-Oeste","Mato Grosso do Sul","Feminino","61 a 70","AD-Condutor Moto/Ônibus","139"
"Centro-Oeste","Mato Grosso do Sul","Feminino","61 a 70","AE-Condutor Moto/Carreta","20"
"Centro-Oeste","Mato Grosso do Sul","Feminino","61 a 70","B-Condutor Carro","32.256"
"Centro-Oeste","Mato Grosso do Sul","Feminino","61 a 70","C-Condutor Caminhão","191"
"Centro-Oeste","Mato Grosso do Sul","Feminino","61 a 70","D-Condutor Ônibus","242"
"Centro-Oeste","Mato Grosso do Sul","Feminino","61 a 70","E-Condutor Carreta","20"
"Centro-Oeste","Mato Grosso do Sul","Feminino","71 a 80","A-Condutor Moto","115"
"Centro-Oeste","Mato Grosso do Sul","Feminino","71 a 80","AB-Condutor Moto/Carro","642"
"Centro-Oeste","Mato Grosso do Sul","Feminino","71 a 80","AC-Condutor Moto/Caminhão","12"
"Centro-Oeste","Mato Grosso do Sul","Feminino","71 a 80","AD-Condutor Moto/Ônibus","15"
"Centro-Oeste","Mato Grosso do Sul","Feminino","71 a 80","AE-Condutor Moto/Carreta","2"
"Centro-Oeste","Mato Grosso do Sul","Feminino","71 a 80","B-Condutor Carro","14.771"
"Centro-Oeste","Mato Grosso do Sul","Feminino","71 a 80","C-Condutor Caminhão","75"
"Centro-Oeste","Mato Grosso do Sul","Feminino","71 a 80","D-Condutor Ônibus","47"
"Centro-Oeste","Mato Grosso do Sul","Feminino","71 a 80","E-Condutor Carreta","3"
"Centro-Oeste","Mato Grosso do Sul","Feminino","81 a 90","A-Condutor Moto","3"
"Centro-Oeste","Mato Grosso do Sul","Feminino","81 a 90","AB-Condutor Moto/Carro","26"
"Centro-Oeste","Mato Grosso do Sul","Feminino","81 a 90","AC-Condutor Moto/Caminhão","1"
"Centro-Oeste","Mato Grosso do Sul","Feminino","81 a 90","B-Condutor Carro","4.410"
"Centro-Oeste","Mato Grosso do Sul","Feminino","81 a 90","C-Condutor Caminhão","17"
"Centro-Oeste","Mato Grosso do Sul","Feminino","81 a 90","D-Condutor Ônibus","8"
"Centro-Oeste","Mato Grosso do Sul","Feminino","91 a 100","B-Condutor Carro","931"
